,Name,Short description,Description,tags,Categories,Images,ID
328,Oppo Oppo R7,Oppo R7 review,,"Oppo,Android",android > Oppo,,329
332,Vivo X5Max,Vivo X5Max review,,"Vivo,Android",android > Vivo,https://cdn.gsmarena.com/imgroot/reviews/15/vivo-x5max/lifestyle/-728w2/gsmarena_002.jpg,333
334,OnePlus OnePlus 2,OnePlus 2 hands-on,,"OnePlus,Android",android > OnePlus,,335
335,Motorola Moto G (3rd gen),Moto X Style and Moto G (3rd gen) hands-on,,"Motorola,Android",android > Motorola,"https://cdn.gsmarena.com/imgroot/reviews/15/moto-x-moto-g-3-event/moto-g-3/offic/-728/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/moto-x-moto-g-3-event/moto-x-style/offic/-728/gsmarena_003.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/moto-x-moto-g-3-event/moto-x-play/offic/-728/gsmarena_002.jpg",336
336,Huawei Honor 7,Huawei Honor 7 review,,"Huawei,Android",android > Huawei,,337
337,ZTE Axon Pro,ZTE Axon Pro review,,"ZTE,Android",android > ZTE,https://cdn.gsmarena.com/imgroot/reviews/15/zte-axon-pro//lifestyle/-728w2/gsmarena_001.jpg,338
338,Motorola Moto G (3rd gen),Moto G (3rd gen) review,,"Motorola,Android",android > Motorola,"https://cdn.gsmarena.com/imgroot/reviews/15/moto-g-3/review/lifestyle/-728w2/gsmarena_004.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/moto-g-3/review/offic/-728w3/gsmarena_001.jpg",339
339,Huawei P8lite,Huawei P8lite review,,"Huawei,Android",android > Huawei,https://cdn.gsmarena.com/imgroot/reviews/15/huawei-p8lite/lifestyle/-728w2/gsmarena_001.jpg,340
340,Samsung Galaxy Note5,Samsung Galaxy Note5 and S6 edge+ hands-on,,"Samsung,Android",android > Samsung,https://cdn.gsmarena.com/imgroot/reviews/15/agfa-agf1/inline/-728w2/gsmarena_001.jpg,341
341,ZTE nubia Z9,ZTE Nubia Z9 review,,"ZTE,Android,Dual SIM",android > ZTE,"https://cdn.gsmarena.com/imgroot/reviews/15/zte-nubia-z9/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/zte-nubia-z9/inline/-728/offic.jpg",342
342,Meizu M2 Note,Meizu m2 note review,,"Meizu,Android,Dual SIM",android > Meizu,"https://cdn.gsmarena.com/imgroot/reviews/15/meizu-m2-note/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/meizu-m2-note/ofic/-728/gsmarena_001.jpg",343
344,Samsung Galaxy E7,Samsung Galaxy E7 review,,"Samsung,Android",android > Samsung,,345
345,Sony Xperia E4g,Sony Xperia E4g review,,"Sony,Android",android > Sony,,346
346,LG LG G4,LG G4 hands-on,,"LG,Android,Preview",android > LG,,347
348,Motorola Moto E (2nd gen),Motorola Moto E (2nd Gen) review,,"Motorola,Android",android > Motorola,,349
349,LG AKA,LG AKA review,,"LG,Android",android > LG,,350
350,LG LG G4,LG G4 preview,,"LG,Android",android > LG,,351
352,LG LG G4,LG G4 review,,"LG,Android",android > LG,,353
354,Sony Xperia Z4 Tablet LTE,Sony Xperia Z4 Tablet review,,"Sony,Android",android > Sony,,355
355,Oppo Oppo R7,Oppo R7 and R7 Plus hands-on,,"Oppo,Android,Dual-SIM",android > Oppo,,356
357,Sony Xperia M4 Aqua,Sony Xperia M4 Aqua review,,"Sony,Android",android > Sony,,358
359,LG G Flex2,LG G Flex2 review,,"LG,Android",android > LG,,360
360,ZTE Blade S6,ZTE Blade S6 review,,"ZTE,Android",android > ZTE,,361
361,Xiaomi Mi Note,Xiaomi Mi Note review,,"Xiaomi,Android",android > Xiaomi,,362
362,LG Watch Urbane LTE,"LG Watch Urbane, Magna, Spirit, Leon, Joy hands-on",,"LG,Android,Wearables,MWC 2015",android > LG,,363
363,Android Nexus 6,Nexus 6 vs. Galaxy Note 4,,"Android,Samsung,Motorola",android > Android,,364
364,Huawei MediaPad X2,"Huawei MediaPad X2, Watch, Talkband N1 and N2 hand",,"Huawei,Android,MWC 2015",android > Huawei,,365
369,Sony Xperia Z4 Tablet LTE,"Sony Z4 Tablet, Xperia M4 Aqua, E4g hands-on",,"Sony,Android,Android Wear,MWC 2015",android > Sony,,370
371,Alcatel Idol 3 (5.5),Alcatel OneTouch Idol 3 hands-on,,"Alcatel,Android,MWC 2015",android > Alcatel,,372
373,Samsung Galaxy S6 edge,Galaxy S6 edge vs. Galaxy Note Edge,,"Samsung,Android,MWC 2015",android > Samsung,,374
382,LG G Flex2,LG G Flex2 hands-on,,"LG,Android,CES 2015",android > LG,,383
383,ZTE Grand X Max+,"ZTE Nubia Z7, Star II hands-on",,"ZTE,Android,CES 2015",android > ZTE,,384
385,Sony Liquid Jade S,"Sony, Nokia, Acer, Dell, Alcatel and others",,"Sony,Acer,Nokia,Android,CES 2015",android > Sony,,386
386,HTC Desire 826 dual sim,HTC Desire 826 hands-on,,"HTC,Android,CES 2015",android > HTC,,387
387,Lenovo Vibe X2 Pro,"Lenovo Vibe X2 Pro, P90 hands-on",,"Lenovo,Android,CES 2015",android > Lenovo,,388
388,Samsung Galaxy A5,"Samsung Galaxy A5, Avengers movie props hands-on",,"Samsung,Android,CES 2015",android > Samsung,,389
390,Huawei Ascend Mate7,Huawei Ascend Mate7 review,,"Huawei,Android",android > Huawei,,391
393,HTC Nexus 9,HTC Nexus 9 hands-on,,"HTC,Android,Preview",android > HTC,,394
394,BLU Vivo Air,"BLU Vivo Air, One Life, Studio Energy",,"BLU,Android,CES 2015,Dual SIM",android > BLU,,395
395,Sony Xperia Z3 Tablet Compact,Sony Xperia Z3 Tablet Compact review,,"Sony,Android",android > Sony,,396
396,Sony Xperia E3,Sony Xperia E3 review,,"Sony,Android",android > Sony,,397
397,Lenovo Vibe Z2 Pro,Lenovo Vibe Z2 Pro review,,"Lenovo,Android",android > Lenovo,,398
398,Motorola Nexus 6,Motorola Nexus 6 hands-on,,"Motorola,Android",android > Motorola,,399
399,Oppo Oppo R5,Oppo N3 and R5 hands-on,,"Oppo,Android",android > Oppo,,400
400,HTC Desire 510,HTC Desire 510 review,,"HTC,Android",android > HTC,,401
401,Motorola DROID Turbo,Motorola Droid Turbo hands-on,,"Motorola,Verizon,Android",android > Motorola,,402
402,HTC Nexus 9,HTC Nexus 9 review,,"HTC,Google,Android",android > HTC,,403
403,Apple iPhone 6 Plus,iPhone 6 Plus vs. Galaxy Note 4,,"Apple,iOS,Samsung,Android",android > Apple,,404
404,Meizu MX4,Meizu MX4 review,,"Meizu,Android",android > Meizu,,405
405,Motorola DROID Turbo,Motorola Droid Turbo review,,"Motorola,Android",android > Motorola,,406
407,Xiaomi Mi Pad 7.9,Xiaomi Mi Pad 7.9 review,,"Xiaomi,Android",android > Xiaomi,,408
408,Xiaomi Mi 4,Xiaomi Mi 4 review,,"Xiaomi,Android",android > Xiaomi,,409
410,Sony Xperia M2 Aqua,Sony Xperia M2 Aqua review,,"Sony,Android",android > Sony,,411
411,Motorola Moto G 4G,Motorola Moto G 4G review,,"Motorola,Android",android > Motorola,,412
412,ASUS Memo Pad 7 ME572C,Asus ZenWatch and MeMO Pad 7 hands-on,,"ASUS,Android,Android Wear,Wearables,IFA 2014",android > ASUS,,413
413,Samsung Galaxy Note 4,Samsung Galaxy Note 4 and Note Edge hands-on,,"Samsung,Android,Tizen,IFA 2014",android > Samsung,,414
414,Sony Xperia Z3 Tablet Compact,"Sony Xperia Z3, Xperia Z3 Compact hands-on",,"Sony,Android,IFA 2014",android > Sony,,415
415,IFA 2014 Desire 820,HTC Desire 820 hands-on,,"IFA 2014,Android,HTC",android > IFA 2014,,416
417,IFA 2014 Liquid Z500,"Acer, Lenovo, Prestigio, Alcatel & more hands-on",,"IFA 2014,Android,Acer,Lenovo,Prestigio,Alcatel,Archos,CAT",android > IFA 2014,,418
418,IFA 2014 G3 Stylus,"LG G3 Stylus, Bello, Fino and G Watch R hands-on",,"IFA 2014,Android,LG",android > IFA 2014,,419
419,Motorola Moto X (2nd Gen),"Motorola Moto X, Moto G and Moto 360 hands-on",,"Motorola,Android,Android Wear",android > Motorola,,420
420,Xiaomi Mi 3,Xiaomi Mi 3 vs Xiaomi Mi 4,,"Xiaomi,Android",android > Xiaomi,,421
421,IFA 2014 Ascend Mate7,Huawei Ascend Mate7 and G7 hands-on,,"IFA 2014,Huawei,Android",android > IFA 2014,,422
422,HTC One (M8) for Windows (CDMA),HTC One (M8) for Windows preview,,"HTC,Android",android > HTC,,423
423,Samsung Galaxy Tab S 8.4 LTE,Samsung Galaxy Tab S 10.5 and 8.4 hands on,,"Samsung,Android",android > Samsung,,424
425,Samsung LG G3,LG G3 vs Samsung Galaxy S5,,"Samsung,LG,Android,Shootout",android > Samsung,,426
426,Samsung Galaxy S5 Active,Samsung Galaxy S5 Active review,,"Samsung,Android",android > Samsung,,427
427,Motorola Moto E,Motorola Moto E review,,"Motorola,Android",android > Motorola,,428
428,LG LG G3,LG G3 vs. HTC One (M8),,"LG,HTC,Android",android > LG,,429
429,Samsung Galaxy Tab S 10.5,Samsung Galaxy Tab S 10.5 review,,"Samsung,Android",android > Samsung,,430
430,Gionee Elife S5.5,Gionee Elife S5.5 review,,"Gionee,Android",android > Gionee,,431
431,OnePlus One,OnePlus One review,,"OnePlus,Android",android > OnePlus,,432
432,Oppo Find 7,Oppo Find 7 review,,"Oppo,Android",android > Oppo,,433
433,Samsung Galaxy K zoom,Samsung Galaxy K zoom review,,"Samsung,Android",android > Samsung,,434
434,LG LG G3,LG G3 vs. Sony Xperia Z2,,"LG,Sony,Android",android > LG,,435
435,Huawei Ascend Mate2 4G,Huawei Ascend Mate2 4G review,,"Huawei,Android",android > Huawei,,436
436,LG LG G3,LG G3 vs Oppo Find 7,,"LG,Oppo,Android,Shootout",android > LG,,437
437,Samsung Galaxy Tab S 8.4,Samsung Galaxy Tab S 8.4 review,,"Samsung,Android",android > Samsung,,438
439,Asus PadFone X,Asus PadFone X review,,"Asus,Android",android > Asus,,440
440,Samsung G Pro 2,LG G Pro 2 vs Samsung Galaxy Note 3,,"Samsung,LG,Android,Shootout",android > Samsung,,441
442,Sony Xperia Z2 Tablet LTE,Sony Xperia Z2 Tablet review,,"Sony,Android",android > Sony,,443
443,Samsung Galaxy S5,Samsung Galaxy S5 review,,"Samsung,Android",android > Samsung,,444
444,HTC One (M8),HTC One (M8) review,,"HTC,Android",android > HTC,,445
445,Nokia Nokia X,Nokia X review,,"Nokia,Android,Dual SIM",android > Nokia,,446
447,Sony Xperia E1,Sony Xperia E1 review,,"Sony,Android",android > Sony,,448
449,Samsung Galaxy S5,Samsung Galaxy S5 vs. HTC One M8,,"Samsung,HTC,Android,Shootout",android > Samsung,,450
450,Samsung LG G2,Samsung Galaxy S5 vs LG G2,,"Samsung,LG,Shootout,Android",android > Samsung,,451
451,Nokia Nokia XL,Nokia XL Dual SIM review,,"Nokia,Android,Dual SIM",android > Nokia,,452
452,LG G2 mini,LG G2 mini review,,"LG,Android",android > LG,,453
453,Alcatel Idol X+,Alcatel Idol X+ review,,"Alcatel,Android,Dual SIM",android > Alcatel,,454
454,Sony Xperia T2 Ultra,Sony Xperia T2 Ultra review,,"Sony,Android",android > Sony,,455
455,Oppo Find 7a,Oppo Find 7a review,,"Oppo,Android",android > Oppo,,456
456,Huawei Ascend P7,Huawei Ascend P7 review,,"Huawei,Android",android > Huawei,,457
457,Samsung Galaxy Note Pro 12.2 LTE,Samsung Galaxy Note Pro and Tab Pro hands-on,,"Samsung,Android",android > Samsung,,458
458,Oppo Oppo N1,Oppo N1 CyanogenMod edition review,,"Oppo,Android",android > Oppo,,459
460,CES 2014 Zenfone 4 (2014),Asus overview,,"CES 2014,Asus,Android,Windows",android > CES 2014,,461
464,Alcatel Hero,Alcatel One Touch Hero review,,"Alcatel,Android,Dual SIM",android > Alcatel,,465
465,Sony Xperia Z1 Compact,Sony Xperia Z1 Compact review,,"Sony,Android",android > Sony,,466
466,Samsung Galaxy Note 3 Neo,Samsung Galaxy Note 3 Neo review,,"Samsung,Android",android > Samsung,,467
468,Samsung Galaxy Tab Pro 8.4,Samsung Galaxy Tab Pro 8.4 review,,"Samsung,Android",android > Samsung,,469
469,Samsung Galaxy Tab Pro 10.1 LTE,Samsung Galaxy Tab Pro 10.1 review,,"Samsung,Android",android > Samsung,,470
470,Samsung Galaxy Note Pro 12.2 3G,Samsung Galaxy Note Pro 12.2 review,,"Samsung,Android",android > Samsung,,471
471,Samsung Galaxy Grand Neo,Samsung Galaxy Grand Neo review,,"Samsung,Android",android > Samsung,,472
472,HTC Desire 700 dual sim,HTC Desire 700 dual sim review,,"HTC,Android",android > HTC,,473
473,HTC One Max,HTC One Max review,,"HTC,Android",android > HTC,,474
474,LG Galaxy Note 3,LG G2 vs. Samsung Galaxy Note 3 vs. Sony Xperia Z1,,"LG,Samsung,Sony,Android,Shootout",android > LG,,475
475,Samsung Galaxy Note 10.1 (2014),Samsung Galaxy Note 10.1 2014 review,,"Samsung,Android",android > Samsung,,476
476,LG G Pad 8.3,LG G Pad 8.3 review,,"LG,Android",android > LG,,477
479,HTC Galaxy Note 3,HTC One Max vs. Samsung Galaxy Note 3,,"HTC,Samsung,Android,Shootout",android > HTC,,480
480,ASUS Transformer Pad TF701T,ASUS Transformer Pad TF701T review,,"ASUS,Android",android > ASUS,,481
482,LG Nexus 5,LG Nexus 5 review,,"LG,Google,Android",android > LG,,483
483,Meizu MX3,Meizu MX3 review,,"Meizu,Android",android > Meizu,,484
487,Samsung Galaxy Ace 3,Samsung Galaxy Ace 3 review,,"Samsung,Android",android > Samsung,,488
489,Oppo R819,Oppo R819 review,,"Oppo,Android,Dual SIM",android > Oppo,,490
490,HTC Butterfly S,HTC Butterfly S review,,"HTC,Android",android > HTC,,491
491,Motorola Moto X,Motorola Moto X review,,"Motorola,Android",android > Motorola,,492
492,Sony Xperia M,Sony Xperia M review,,"Sony,Android",android > Sony,,493
493,Samsung Galaxy Core I8260,Samsung Galaxy Core review,,"Samsung,Android",android > Samsung,,494
494,Huawei MediaPad 7 Vogue,Huawei MediaPad 7 Vogue review,,"Huawei,Android",android > Huawei,,495
495,Samsung Galaxy Note 3,Samsung hands-ons,,"Samsung,Android,Wearables,Tizen,IFA 2013",android > Samsung,,496
496,Asus Transformer Pad TF701T,Asus hands-ons,,"Asus,Android,IFA 2013",android > Asus,,497
497,Sony Xperia Z Ultra,Sony Xperia Z Ultra review,,"Sony,Android",android > Sony,,498
498,Sony SmartWatch 2 SW2,Sony hands-ons,,"Sony,Android,Wearables,IFA 2013",android > Sony,,499
499,Acer Liquid S2,Acer Liquid S2 hands-on,,"Acer,Android,IFA 2013",android > Acer,,500
500,LG LG G2,LG G2 review,,"LG,Android",android > LG,,501
501,LG G Pad 8.3,LG G Pad 8.3 hands-on,,"LG,Android,IFA 2013",android > LG,,502
504,Sony Xperia Z1,Sony Xperia Z1 preview,,"Sony,Android,Preview",android > Sony,,505
506,Huawei Ascend Mate,Huawei Ascend Mate review,,"Huawei,Android",android > Huawei,,507
507,LG LG G2,Samsung Galaxy S4 vs. LG G2,,"LG,Samsung,Android,Shootout",android > LG,,508
508,Samsung Galaxy Note 3,Samsung Galaxy Note 3 preview,,"Samsung,Android",android > Samsung,,509
509,Samsung Galaxy Mega 6.3 I9200,Samsung Galaxy Mega 6.3 review,,"Samsung,Android",android > Samsung,,510
511,Android Ascend Mate,Galaxy Mega 6.3 vs. Ascend Mate,,"Android,Shootout",android > Android,,512
512,Samsung Galaxy Tab 3 7.0,Samsung Galaxy Tab 3 7.0 preview,,"Samsung,Android",android > Samsung,,513
513,Sony Xperia Z Ultra,Sony Xperia Z Ultra hands-on,,"Sony,Android,Hands-on",android > Sony,,514
514,Samsung Galaxy Tab 3 10.1 P5220,Samsung Galaxy Tab 3 10.1 review,,"Samsung,Android",android > Samsung,,515
515,Samsung Galaxy Tab 3 8.0,Samsung Galaxy Tab 3 8.0 review,,"Samsung,Android",android > Samsung,,516
516,Samsung I9295 Galaxy S4 Active,Samsung Galaxy S4 Active review,,"Samsung,Android",android > Samsung,,517
522,Samsung I9505 Galaxy S4,Samsung Galaxy S4 Google Play Edition review,,"Samsung,Android",android > Samsung,,523
523,Samsung Galaxy S4 zoom,Samsung Galaxy S4 zoom review,,"Samsung,Android",android > Samsung,,524
524,HTC One mini,HTC One mini preview,,"HTC,Android,Preview",android > HTC,,525
525,Samsung I9190 Galaxy S4 mini,Samsung Galaxy S4 mini review,,"Samsung,Android",android > Samsung,,526
526,Sony Xperia SP,Sony Xperia SP hands-on,,"Sony,Android",android > Sony,,527
527,Samsung Xperia Z,Samsung Galaxy S4 vs. Sony Xperia Z,,"Samsung,Sony,Android,Shootout",android > Samsung,,528
528,HTC One,HTC One review,,"HTC,Android",android > HTC,,529
530,Samsung One,Samsung Galaxy S4 vs. HTC One,,"Samsung,HTC,Android,Shootout",android > Samsung,,531
531,Samsung Optimus G Pro E985,LG Optimus G Pro vs. Samsung Galaxy Note II,,"Samsung,LG,Android,Shootout",android > Samsung,,532
532,Samsung Galaxy Note 8.0,Samsung Galaxy Note 8.0 review,,"Samsung,Android",android > Samsung,,533
533,HTC One,HTC One vs Sony Xperia Z,,"HTC,Sony,Android,Shootout",android > HTC,,534
534,Samsung I9500 Galaxy S4,Samsung Galaxy S4 review,,"Samsung,Android",android > Samsung,,535
537,HTC First,HTC First review,,"HTC,Android",android > HTC,,538
538,Sony Xperia E,Sony Xperia E review,,"Sony,Android",android > Sony,,539
539,Sony Xperia ZL,Sony Xperia ZL review,,"Sony,Android",android > Sony,,540
540,Samsung I9500 Galaxy S4,Samsung Galaxy S4 vs Galaxy S III,,"Samsung,Android,Shootout",android > Samsung,,541
541,Sony Xperia SP,Sony Xperia SP review,,"Sony,Android",android > Sony,,542
542,Samsung Galaxy Grand I9082,Samsung I9082 Galaxy Grand preview,,"Samsung,Android,Touch UI",android > Samsung,,543
543,Oppo Find 5,Oppo Find 5 review,,"Oppo,Android,Touch UI",android > Oppo,,544
545,Sony Xperia Z,Sony Xperia Z preview,,"Sony,Android,Touch UI,Preview",android > Sony,,546
547,Sony Xperia E dual,Sony Xperia E dual review,,"Sony,Android,Touch UI,Dual SIM",android > Sony,,548
550,HTC Butterfly,HTC Butterfly review,,"HTC,Android",android > HTC,,551
551,Sony Xperia Z,Sony Xperia Z review,,"Sony,Android",android > Sony,,552
553,Samsung Galaxy Express I8730,Samsung Galaxy Express review,,"Samsung,Android",android > Samsung,,554
554,Asus PadFone 2,Asus Padfone 2 review,,"Asus,Android",android > Asus,,555
555,Pantech Discover,Pantech Discover review,,"Pantech,Android",android > Pantech,,556
556,Samsung S7710 Galaxy Xcover 2,Samsung Galaxy Xcover 2,,"Samsung,Android",android > Samsung,,557
557,Huawei Ascend P2,Huawei MWC 2013,,"Huawei,Android,MWC 2013",android > Huawei,,558
558,HTC DROID DNA,HTC DROID DNA review,,"HTC,Android,Touch UI",android > HTC,,559
560,LG Optimus G E970,LG Optimus G for AT&T and Sprint review,,"LG,Android ,Touch UI",android > LG,,561
562,Sony Xperia J,Sony Xperia J review,,"Sony,Android,Touch UI",android > Sony,,563
563,Acer CloudMobile S500,Acer CloudMobile S500 review,,"Acer,Android,Touch UI",android > Acer,,564
566,Google Google Nexus 10 P8110,Google Nexus 10 review,,"Google,Android,Touch UI",android > Google,,567
567,Google Nexus 4 E960,Google Nexus 4 review,,"Google,LG,Android,Touch UI",android > Google,,568
571,Google Nexus 4 E960,Google Nexus 4 v Samsung Galaxy S III,,"Google,LG,Samsung,Android,Touch UI,Shootout",android > Google,,572
572,Samsung I8190 Galaxy S III mini,Samsung I8190 Galaxy S III mini review,,"Samsung,Android,Touch UI",android > Samsung,,573
574,Sony Xperia tipo,Sony Xperia tipo review,,"Sony,Android,Touch UI",android > Sony,,575
575,Sony Xperia T,Sony Xperia T review,,"Sony,Android,Touch UI",android > Sony,,576
577,Samsung I9300 Galaxy S III,Samsung Galaxy S III Jelly Bean review,,"Samsung,Android,Touch UI",android > Samsung,,578
578,Samsung Galaxy S Relay 4G T699,Samsung Galaxy S Relay 4G review,,"Samsung,Android,Touch UI",android > Samsung,,579
579,Samsung I8190 Galaxy S III mini,Samsung Galaxy S III mini preview,,"Samsung,Android,Touch UI",android > Samsung,,580
581,Sony Xperia Tablet S,Sony Xperia Tablet S review,,"Sony,Android,Touch UI",android > Sony,,582
582,Motorola RAZR i XT890,Motorola RAZR i review,,"Motorola,Android,Touch UI",android > Motorola,,583
583,HTC Desire V,HTC Desire V review,,"HTC,Android,Touch UI",android > HTC,,584
584,Samsung I9300 Galaxy S III,Samsung Galaxy S III vs. Note II,,"Samsung,Android,Touch UI",android > Samsung,,585
585,Sony Xperia SL,Sony Xperia SL review,,"Sony,Android,Touch UI",android > Sony,,586
586,Asus PadFone 2,Asus Padfone 2 hands-on,,"Asus,Android,Touch UI",android > Asus,,587
587,LG Optimus G E975,LG Optimus G review,,"LG,Android,Touch UI",android > LG,,588
589,Samsung Exhilarate i577,Samsung Galaxy Exhilarate review,,"Samsung,Android,Touch UI",android > Samsung,,590
590,Sony Xperia miro,Sony Xperia miro review,,"Sony,Android,Touch UI",android > Sony,,591
591,Apple iPhone 5,Apple iPhone 5 vs. Samsung I9300 Galaxy S III,,"Apple,iOS,Samsung,Android,Touch UI",android > Apple,,592
592,HTC DROID Incredible 4G LTE,HTC DROID Incredible 4G LTE review,,"HTC,Android,Touch UI",android > HTC,,593
593,Android I9300 Galaxy S III,Quad-core shootout,,"Android,Samsung,HTC,LG,Meizu,Touch UI,Shootout",android > Android,,594
594,Android Xperia go,Sony Xperia go review,,"Android,Sony,Touch UI",android > Android,,595
595,Samsung Galaxy Ace Duos S6802,Samsung Galaxy Ace Duos review,,"Samsung,Android,Touch UI",android > Samsung,,596
596,Samsung Galaxy Note 10.1 N8000,Samsung Galaxy Note 10.1 preview,,"Samsung,Android,Touch UI",android > Samsung,,597
597,ASUS Google Nexus 7,Google Nexus 7 review,,"ASUS,Google,Android,Touch UI",android > ASUS,,598
598,Sony Xperia neo L,Sony Xperia neo L review,,"Sony,Android,Touch UI",android > Sony,,599
600,Samsung Galaxy Note 10.1 N8000,Samsung Galaxy Note 10.1 review,,"Samsung,Android,Touch UI",android > Samsung,,601
601,Samsung Galaxy S Duos S7562,Samsung Galaxy S Duos S7562 preview ,,"Samsung,Android,Touch UI,Dual-SIM",android > Samsung,,602
602,Motorola RAZR MAXX,Motorola RAZR MAXX review,,"Motorola,Android,Touch UI",android > Motorola,,603
603,Motorola ATRIX HD MB886,Motorola Atrix HD review,,"Motorola,Android,Touch UI",android > Motorola,,604
607,IFA 2012 Galaxy Camera GC100,Samsung overview,,"IFA 2012,Samsung,Android,Windows,Touch UI",android > IFA 2012,,608
608,Samsung One X,Samsung Galaxy S III vs. HTC One X,,"Samsung,HTC,Android",android > Samsung,,609
609,HTC Evo 4G LTE,HTC Evo 4G LTE review,,"HTC,Android",android > HTC,,610
610,HTC One X AT&T,HTC One X for AT&T US review,,"HTC,Android",android > HTC,,611
611,Samsung I9300 Galaxy S III,Samsung I9300 Galaxy S III review,,"Samsung,Android,Touch UI",android > Samsung,,612
612,LG Optimus 3D Max P720,LG Optimus 3D Max P720 review,,"LG,Android,Touch UI",android > LG,,613
614,Sony Xperia sola,Sony Xperia sola review,,"Sony,Android,Touch UI",android > Sony,,615
615,Samsung I9100 Galaxy S II,Samsung Galaxy S III vs. Galaxy S II,,"Samsung,Android,Touch UI",android > Samsung,,616
616,Samsung Galaxy Pocket S5300,Samsung Galaxy Pocket S5300 review,,"Samsung,Android,Touch UI",android > Samsung,,617
617,LG Optimus L7 P700,LG Optimus L7 review,,"LG,Android,Touch UI",android > LG,,618
618,Sony Xperia P,Sony Xperia P review,,"Sony,Android,Touch UI",android > Sony,,619
619,Sony Xperia U,Sony Xperia U review,,"Sony,Android,Touch UI",android > Sony,,620
622,Sony Xperia S,Sony Xperia S preview,,"Sony,Android,Touch UI,Preview",android > Sony,,623
623,Samsung Galaxy Tab 2 10.1 P5100,Samsung Galaxy Tab 2 10.1 preview,,"Samsung,Android,Touch UI",android > Samsung,,624
624,Samsung Rugby Smart I847,Samsung Rugby Smart review,,"Samsung,Android,Touch UI",android > Samsung,,625
626,Samsung I9070 Galaxy S Advance,Samsung I9070 Galaxy S Advance review,,"Samsung,Android,Touch UI",android > Samsung,,627
627,Sony Xperia S,Sony Xperia S vs. Samsung Galaxy S II,,"Sony,Samsung,Android,Touch UI",android > Sony,,628
628,Huawei U8850 Vision,Huawei Vision review,,"Huawei,Android,Touch UI",android > Huawei,,629
630,Samsung I9100 Galaxy S II,Samsung Galaxy S II ICS review,,"Samsung,Android,Touch UI",android > Samsung,,631
632,Samsung Galaxy S Blaze 4G T769,Samsung Galaxy S Blaze 4G,,"Samsung,Android,Touch UI",android > Samsung,,633
633,Sony Xperia S,Sony Xperia S review,,"Sony,Android,Touch UI",android > Sony,,634
634,Pantech Burst,Pantech Burst review,,"Pantech,Android,Touch UI",android > Pantech,,635
635,Samsung P6800 Galaxy Tab 7.7,Samsung Galaxy Tab 7.7 review,,"Samsung,Android,Touch UI",android > Samsung,,636
636,Samsung Galaxy Ace Plus S7500,Samsung Galaxy Ace Plus review,,"Samsung,Android,Touch UI",android > Samsung,,637
637,Samsung Galaxy Nexus I9250,Samsung Galaxy Nexus review,,"Samsung,Android,Touch UI",android > Samsung,,638
638,Sony Xperia ion LTE,Sony overview,,"Sony,Sony Ericsson,Touch UI,Android,AT&T,CES 2012",android > Sony,,639
640,Samsung Galaxy Note I717,Samsung overview,,"Samsung,Android,Touch UI,AT&T,Verizon,CES 2012",android > Samsung,,641
646,Samsung I9103 Galaxy R,Samsung I9103 Galaxy R review,,"Samsung,Android,Touch UI",android > Samsung,,647
647,Huawei U8860 Honor,Huawei U8860 Honor review,,"Huawei,Touch UI,Android",android > Huawei,,648
649,Samsung P6200 Galaxy Tab 7.0 Plus,Samsung Galaxy Tab 7.0 Plus review,,"Samsung,Touch UI,Android",android > Samsung,,650
650,Samsung Galaxy Ace Plus S7500,Samsung Galaxy Ace Plus S7500 preview,,"Samsung,Android,Touch UI",android > Samsung,,651
651,Samsung I9103 Galaxy R,Samsung Galaxy R vs. LG Optimus 2X,,"Samsung,LG,Android,Touch UI",android > Samsung,,652
653,Samsung Xperia neo V,Galaxy W vs. Xperia Neo V,,"Samsung,Sony Ericsson,Android,Touch UI",android > Samsung,,654
654,Amazon Kindle Fire,Amazon Kindle Fire review,,"Amazon,Touch UI,Android",android > Amazon,,655
656,Samsung Galaxy Note I717,Samsung Galaxy Note I717 review,,"Samsung,Android,Touch UI",android > Samsung,,657
657,Huawei MediaPad,Huawei MediaPad review,,"Huawei,Android,Touch UI",android > Huawei,,658
658,Sony Ericsson Live with Walkman,Sony Ericsson Live with Walkman review,,"Sony Ericsson,Android,Touch UI",android > Sony Ericsson,,659
659,HTC Sensation XE,HTC Sensation XE review,,"HTC,Android,Touch UI",android > HTC,,660
662,Sony Ericsson Xperia active,Sony Ericsson Xperia active review,,"Sony Ericsson,Android,Touch UI",android > Sony Ericsson,,663
665,Samsung Galaxy Note N7000,Samsung Galaxy Note N7000 review,,"Samsung,Android,Touch UI",android > Samsung,,666
666,Samsung Galaxy S II Skyrocket i727,Samsung Galaxy S II Skyrocket review,,"Samsung,Android,Touch UI",android > Samsung,,667
667,Samsung Galaxy Y S5360,Samsung Galaxy Y S5360 review,,"Samsung,Android,Touch UI",android > Samsung,,668
668,HTC Sensation XL,HTC Sensation XL review,,"HTC,Android,Touch UI",android > HTC,,669
